name,srid,active,hof,positions,start,end,letter,seasons,games,dob,dod
Steve Pritko,PritSt20,False,False,E-DE,1943,1950,P,9,86,1920-12-21,2015-06-06
Bryan Proby,ProbBr20,False,False,DT,1995,1995,P,1,3,1971-11-30,NA
Ray Prochaska,ProcRa20,False,False,E,1941,1941,P,1,8,1919-08-09,1997-03-09
Cory Procter,ProcCo20,False,False,G,2007,2010,P,4,54,1982-10-18,NA
Dewey Proctor,ProcDe20,False,False,FB-LB,1946,1949,P,4,25,1920-07-01,2009-07-02
Rex Proctor,ProcRe20,False,False,DB,1953,1953,P,1,3,1929-12-01,1970-11-28
Xavier Proctor,ProcXa00,False,False,DL,2014,2014,P,1,0,1990-11-01,NA
Ricky Proehl,ProeRi00,False,False,WR,1990,2006,P,17,244,1968-03-07,NA
Gene Profit,ProfGe20,False,False,DB,1986,1988,P,3,12,1964-11-11,NA
Joe Profit,ProfJo00,False,False,RB,1971,1973,P,4,23,1949-08-13,NA
Eddie Prokop,ProkEd20,False,False,B,1946,1949,P,4,40,1922-02-11,1955-05-30
Joe Prokop,ProkJo20,False,False,HB,1948,1948,P,1,2,1921-01-09,1995-04-29
Joe Prokop,ProkJo21,False,False,P,1985,1992,P,8,79,1960-07-07,NA
Vince Promuto,PromVi00,False,False,G,1960,1970,P,11,130,1938-06-08,NA
Jay Prosch,ProsJa00,True,False,FB,2014,2017,P,4,63,1992-08-21,NA
Chris Prosinski,ProsCh00,True,False,DB,2011,2017,P,8,88,1987-04-28,NA
C.J. Prosise,ProsC.00,True,False,RB,2016,2017,P,2,11,1994-05-20,NA
Jack Protz,ProtJa20,False,False,LB,1970,1970,P,1,14,1948-04-14,NA
Bob Prout,ProuBo20,False,False,DB,1974,1975,P,2,9,1951-05-11,NA
Andrew Provence,ProvAn20,False,False,DT-DE,1983,1987,P,5,69,1961-03-08,NA
Ken Provencial,ProvKe20,False,False,E,1930,1930,P,1,1,1905-03-22,1955-10-10
Fred Provo,ProvFr20,False,False,HB,1948,1948,P,1,9,1922-04-17,1999-06-06
Ted Provost,ProvTe20,False,False,DB,1970,1971,P,2,9,1948-07-26,NA
Ronnie Prude,PrudRo20,False,False,DB,2006,2007,P,2,30,1982-06-04,NA
Remi Prudhomme,PrudRe20,False,False,C-DE-G-DT,1966,1972,P,7,79,1942-04-24,1990-12-06
Perry Pruett,PruePe20,False,False,DB,1971,1971,P,1,11,1949-03-07,NA
Etric Pruitt,PruiEt20,False,False,DB,2004,2005,P,2,9,1981-08-16,NA
Greg Pruitt,PruiGr00,False,False,RB,1973,1984,P,12,158,1951-08-18,NA
James Pruitt,PruiJa00,False,False,WR,1986,1991,P,7,67,1964-01-29,NA
Julius Pruitt,PruiJu00,False,False,WR,2011,2011,P,1,9,1985-12-30,NA
Mickey Pruitt,PruiMi20,False,False,LB-DB,1988,1992,P,5,62,1965-01-10,NA
Mike Pruitt,PruiMi00,False,False,RB,1976,1986,P,12,152,1954-04-03,NA
MyCole Pruitt,PruiMy00,True,False,TE,2015,2017,P,4,21,1992-03-24,NA
Trevor Pryce,PrycTr00,False,False,DT-DE,1997,2010,P,15,187,1975-08-03,NA
Barry Pryor,PryoBa00,False,False,RB,1969,1970,P,2,16,1946-03-04,NA
Calvin Pryor,PryoCa00,True,False,FS,2014,2017,P,4,46,1992-07-02,NA
Lonnie Pryor,PryoLo00,False,False,FB,2014,2014,P,2,0,1990-02-22,NA
Myron Pryor,PryoMy99,False,False,DT,2009,2012,P,4,24,1986-06-13,NA
Terrelle Pryor,PryoTe00,True,False,QB,2011,2017,P,6,43,1989-06-20,NA
Jim Psaltis,PsalJi20,False,False,DB,1953,1955,P,3,35,1927-12-14,NA
Bob Ptacek,PtacBo20,False,False,QB,1959,1959,P,1,12,1937-04-23,NA
Ben Pucci,PuccBe20,False,False,T,1946,1948,P,3,37,1925-01-26,2013-07-08
Mike Pucillo,PuciMi20,False,False,G,2003,2007,P,5,48,1979-07-14,NA
Hal Puddy,PuddHa20,False,False,T,1948,1948,P,1,4,1924-08-18,1975-01-31
Chet Pudloski,PudlCh20,False,False,T,1944,1944,P,1,10,1915-08-03,1990-08-01
Garry Puetz,PuetGa20,False,False,G-T,1973,1982,P,12,119,1952-03-14,NA
David Pugh,PughDa20,False,False,DT,2002,2002,P,1,4,1979-07-24,NA
Jethro Pugh,PughJe20,False,False,DT-DE,1965,1978,P,14,183,1944-07-03,2015-01-07
Jordan Pugh,PughJo99,False,False,DB,2010,2013,P,4,44,1988-01-29,NA
Justin Pugh,PughJu00,True,False,OG,2013,2017,P,5,63,1990-08-12,NA
Marion Pugh,PughMa20,False,False,B,1941,1946,P,3,24,1919-09-06,1976-11-20
Jarrod Pughsley,PughJa00,True,False,G,2014,2015,P,2,2,1990-12-18,NA
Craig Puki,PukiCr20,False,False,LB,1980,1982,P,3,39,1957-01-18,NA
Hayes Pullard,PullHa00,True,False,ILB,2015,2017,P,3,37,1992-04-18,NA
Spencer Pulley,PullSp00,True,False,C,2016,2017,P,2,32,1993-04-03,NA
Don Pumphrey,PumpDo20,False,False,G,1987,1987,P,1,3,1963-11-22,NA
Andy Puplis,PuplAn20,False,False,WB,1943,1943,P,1,8,1915-02-01,1990-01-25
Alfred Pupunu,PupuAl00,False,False,TE,1992,2000,P,11,103,1969-10-17,NA
Mike Purcell,PurcMi00,True,False,DT,2014,2016,P,3,25,1991-04-20,NA
Cal Purdin,PurdCa20,False,False,B,1943,1946,P,3,13,1921-02-22,1982-12-29
Tanner Purdum,PurdTa00,True,False,C,2010,2016,P,7,112,1986-01-01,NA
Mike Purdy,PurdMi20,False,False,BB-WB,1920,1922,P,3,13,1895-01-24,1950-01-10
Pid Purdy,PurdPi20,False,False,BB,1926,1927,P,2,17,1904-06-15,1951-01-16
Dave Pureifory,PureDa20,False,False,DE-DT,1972,1982,P,12,148,1949-07-12,2009-03-04
Loucheiz Purifoy,PuriLo01,False,False,CB,2014,2014,P,1,11,1992-12-16,NA
Maurice Purify,PuriMa00,False,False,WR,2009,2009,P,1,5,1986-01-17,NA
Dave Purling,PurlDa20,False,False,DT,1987,1987,P,1,1,1962-06-26,NA
Frank Purnell,PurnFr20,False,False,FB,1957,1957,P,1,9,1933-04-05,2007-04-19
Jim Purnell,PurnJi20,False,False,LB,1964,1972,P,9,115,1941-12-12,2003-11-04
Lovett Purnell,PurnLo00,False,False,TE,1996,1999,P,4,36,1972-04-07,NA
Andre Purvis,PurvAn20,False,False,DT,1997,1999,P,3,21,1973-07-14,NA
Ryan Purvis,PurvRy00,False,False,TE,2010,2010,P,1,10,1986-05-08,NA
Vic Purvis,PurvVi20,False,False,DB,1966,1967,P,2,16,1943-11-17,NA
Earl Putman,PutmEa20,False,False,C,1957,1957,P,1,12,1932-01-10,2006-02-19
Duane Putnam,PutnDu00,False,False,G,1952,1962,P,11,121,1928-09-05,NA
Fred Putzier,PutzFr20,False,False,E-WB,1924,1924,P,1,3,1899-06-11,1986-09-17
Jeb Putzier,PutzJe00,False,False,TE,2002,2008,P,8,69,1979-01-20,NA
Rollin Putzier,PutzRo20,False,False,DT-NT,1988,1989,P,2,16,1965-12-10,NA
Dave Puzzuoli,PuzzDa20,False,False,NT,1983,1987,P,5,76,1961-01-12,NA
Brad Pyatt,PyatBr00,False,False,WR,2003,2004,P,2,16,1980-04-16,NA
Jack Pyburn,PybuJa20,False,False,T,1967,1968,P,2,23,1944-12-28,NA
Johnny Pyeatt,PyeaJo20,False,False,DB,1960,1961,P,2,17,1933-09-16,NA
Mike Pyle,PyleMi00,False,False,C,1961,1969,P,9,121,1939-07-18,2015-07-29
Palmer Pyle,PylePa20,False,False,G,1960,1966,P,6,61,1937-06-12,NA
David Pyles,PyleDa20,False,False,T,1987,1987,P,1,2,1960-09-03,NA
Bob Pylman,PylmBo20,False,False,T,1938,1939,P,2,21,1913-10-30,1971-04-09
George Pyne,PyneGe20,False,False,T,1931,1931,P,1,2,1909-10-17,1974-06-03
George Pyne,PyneGe21,False,False,DT,1965,1965,P,1,14,1941-07-12,2015-11-26
Jim Pyne,PyneJi20,False,False,G-C,1995,2001,P,7,81,1971-11-23,NA
Jerry Quaerna,QuaeJe20,False,False,T,1987,1987,Q,1,3,1963-10-09,NA
Elijah Qualls,QualEl00,True,False,DT,2017,2017,Q,1,6,1995-02-11,NA
Red Quam,QuamRe20,False,False,BB,1926,1926,Q,1,1,1896-07-10,1973-05-01
Bernard Quarles,QuarBe20,False,False,QB,1987,1987,Q,1,1,1960-01-04,NA
Cyhl Quarles,QuarCy00,False,False,DB,2012,2012,Q,1,0,1989-04-06,NA
Kelcy Quarles,QuarKe01,False,False,DT,2014,2014,Q,1,2,1992-01-23,NA
Shelton Quarles,QuarSh20,False,False,LB,1997,2006,Q,10,148,1971-09-11,NA
Andrew Quarless,QuarAn00,False,False,TE,2010,2015,Q,6,60,1988-10-06,NA
John Quast,QuasJo20,False,False,E,1923,1923,Q,1,1,1900-04-04,1966-08-09
Jess Quatse,QuatJe20,False,False,T,1933,1935,Q,4,32,1908-04-04,1977-12-26
Frank Quayle,QuayFr00,False,False,RB,1969,1969,Q,1,11,1947-01-15,NA
Jeff Queen,QueeJe00,False,False,RB-TE,1969,1974,Q,6,76,1946-08-15,NA
Jeff Query,QuerJe00,False,False,WR,1989,1995,Q,8,86,1967-03-07,NA
David Quessenberry,QuesDa00,True,False,OT,2014,2017,Q,2,2,1990-08-24,NA
Brian Quick,QuicBr00,True,False,WR,2012,2017,Q,6,78,1989-06-05,NA
Greg Quick,QuicGr20,False,False,T,1987,1987,Q,1,1,1964-04-26,NA
Jerry Quick,QuicJe20,False,False,T,1987,1987,Q,1,1,1963-12-30,NA
Mike Quick,QuicMi00,False,False,WR,1982,1990,Q,9,101,1959-05-14,NA
Bryce Quigley,QuigBr00,False,False,OT,2014,2014,Q,1,0,1992-06-26,NA
Red Quigley,QuigRe20,False,False,TB-BB,1920,1920,Q,1,9,1895-12-18,1966-09-21
Ryan Quigley,QuigRy00,True,False,P,2013,2017,Q,5,67,1990-01-26,NA
Fred Quillan,QuilFr00,False,False,C,1978,1987,Q,10,143,1956-01-27,2016-09-12
Frank Quillen,QuilFr20,False,False,E-DE,1946,1947,Q,2,20,1920-12-18,1990-09-21
Charley Quilter,QuilCh20,False,False,T-DT,1949,1950,Q,2,20,1926-05-08,2014-01-21
Glover Quin,QuinGl99,True,False,DB,2009,2017,Q,9,143,1986-01-15,NA
Bill Quinlan,QuinBi20,False,False,DE,1957,1965,Q,9,111,1932-06-19,2015-11-10
Skeets Quinlan,QuinSk00,False,False,HB,1952,1956,Q,6,49,1928-06-22,1998-01-18
Brady Quinn,QuinBr00,False,False,QB,2007,2012,Q,4,24,1984-10-27,NA
Ivan Quinn,QuinIv20,False,False,G,1924,1924,Q,1,1,1899-05-26,1969-08-07
Jonathan Quinn,QuinJo00,False,False,QB,1998,2004,Q,5,17,1975-02-27,NA
Kelly Quinn,QuinKe20,False,False,LB,1987,1987,Q,1,3,1963-08-20,NA
Marcus Quinn,QuinMa20,False,False,DB,1987,1987,Q,1,3,1959-06-27,NA
Mike Quinn,QuinMi00,False,False,QB,1997,1998,Q,2,4,1974-04-15,NA
Paddy Quinn,QuinPa20,False,False,HB,1920,1921,Q,2,4,1890-05-15,1951-05-19
Richard Quinn,QuinRi00,False,False,TE,2009,2012,Q,4,30,1986-09-06,NA
Robert Quinn,QuinRo00,True,False,DE,2011,2017,Q,7,95,1990-05-18,NA
Steve Quinn,QuinSt20,False,False,C,1968,1968,Q,1,9,1946-02-11,NA
Ed Quirk,QuirEd20,False,False,FB-MG-LB,1948,1951,Q,4,38,1925-02-27,1962-06-13
Brent Qvale,QvalBr01,True,False,T,2014,2017,Q,4,44,1991-03-11,NA
Marc Raab,RaabMa20,False,False,C,1993,1998,R,2,3,1969-01-26,NA
Bob Raba,RabaBo20,False,False,TE,1977,1981,R,5,37,1955-04-23,NA
Casey Rabach,RabaCa20,False,False,C-G,2002,2010,R,9,137,1977-09-24,NA
Warren Rabb,RabbWa00,False,False,QB,1960,1962,R,3,30,1937-12-12,NA
Mike Rabold,RaboMi20,False,False,G,1959,1967,R,8,105,1937-03-12,1970-10-13
Buster Raborn,RaboBu20,False,False,C-LB,1936,1937,R,2,21,1913-03-28,1991-12-21
Chilo Rachal,RachCh20,False,False,G,2008,2012,R,5,64,1986-03-15,NA
Latario Rachal,RachLa00,False,False,WR,1997,1998,R,2,25,1973-01-31,NA
Frank Racis,RaciFr20,False,False,G-T-E,1925,1931,R,8,76,1899-11-09,1982-08-19
Neil Rackers,rackenei01,False,False,K,2000,2011,R,12,180,1976-08-16,NA
David Rackley,RackDa20,False,False,WR,1985,1985,R,1,7,1961-02-02,NA
Derek Rackley,RackDe00,False,False,TE,2000,2007,R,8,116,1977-07-18,NA
Will Rackley,RackWi01,False,False,"G,C",2011,2014,R,4,26,1989-10-11,NA
George Radachowsky,RadaGe20,False,False,DB,1984,1989,R,5,52,1962-09-07,NA
John Rade,RadeJo20,False,False,LB,1983,1991,R,9,122,1960-08-31,NA
Keith Radecic,RadeKe20,False,False,C,1987,1987,R,1,3,1963-12-24,NA
Scott Radecic,RadeSc20,False,False,LB,1984,1995,R,12,182,1962-06-14,NA
Bill Rademacher,RadeBi00,False,False,WR-DB,1964,1970,R,7,58,1942-05-13,2018-04-02
Jason Rader,RadeJa00,False,False,TE,2006,2008,R,2,11,1981-04-12,NA
Bruce Radford,RadfBr20,False,False,NT-DE,1979,1981,R,3,37,1955-10-05,2011-05-23
Ken Radick,RadiKe20,False,False,E-G-T,1930,1931,R,3,7,1907-06-17,1987-08-25
Wayne Radloff,RadlWa20,False,False,C-G,1985,1989,R,5,65,1961-05-17,NA
Alex Rado,RadoAl20,False,False,HB-DB,1934,1934,R,1,8,1911-07-19,1995-08-30
George Rado,RadoGe20,False,False,G-DE,1935,1938,R,5,43,1912-10-24,1992-04-30
George Radosevich,RadoGe21,False,False,T-C,1954,1956,R,3,30,1928-01-25,2016-04-04
Bill Radovich,RadoBi20,False,False,G,1938,1947,R,7,79,1915-06-24,2002-03-06
Raymond Radway,RadwRa00,False,False,WR,2012,2012,R,1,0,1987-07-05,NA
Vic Radzievitch,RadzVi20,False,False,B-G-FB,1926,1926,R,1,8,1903-06-08,1974-06-01
Mike Rae,RaexMi00,False,False,QB,1976,1979,R,4,28,1951-07-26,NA
Norbert Raemer,RaemNo20,False,False,G,1942,1942,R,1,1,1920-07-03,2000-05-05
Bill Raffel,RaffBi20,False,False,E,1932,1932,R,1,4,1907-08-26,1982-07-24
Ian Rafferty,RaffIa20,False,False,T-G,1999,1999,R,1,5,1976-09-02,NA
Tom Rafferty,RaffTo20,False,False,C-G,1976,1989,R,14,203,1954-08-02,NA
Vince Rafferty,RaffVi20,False,False,C-G,1987,1987,R,1,3,1961-08-06,NA
Billy Rafter,RaftBi20,False,False,B,1921,1924,R,2,3,1895-10-07,1966-06-28
Phil Ragazzo,RagaPh20,False,False,T-G,1938,1947,R,8,63,1915-06-24,1994-10-03
Reggie Ragland,RaglRe00,True,False,ILB,2017,2017,R,1,12,1993-09-24,NA
Floyd Raglin,RaglFl20,False,False,WR,1987,1987,R,1,2,1961-02-10,NA
Dave Ragone,RagoDa00,False,False,QB,2003,2003,R,1,2,1979-10-03,NA
George Ragsdale,RagsGe00,False,False,RB-WR,1977,1979,R,3,39,1952-12-04,NA
Vincent Ragunas,RaguVi20,False,False,B,1949,1949,R,1,3,1924-07-12,2001-03-19
Pat Ragusa,raguspat01,False,False,K,1987,1987,R,1,3,1963-03-17,NA
Steve Raible,RaibSt00,False,False,WR,1976,1981,R,6,84,1954-06-02,NA
Jim Raiff,RaifJi20,False,False,T,1954,1954,R,1,3,1930-12-21,1994-09-17
Dave Raimey,RaimDa20,False,False,DB,1964,1964,R,1,5,1940-11-18,NA
Ben Raimondi,RaimBe20,False,False,TB,1947,1947,R,1,7,1925-01-23,NA
Wali Rainer,RainWa20,False,False,LB,1999,2005,R,7,110,1977-04-19,NA
Mike Raines,RainMi20,False,False,DT-DE,1974,1974,R,1,2,1953-02-14,NA
Bobby Rainey,RainBo00,True,False,RB,2012,2017,R,7,65,1987-10-16,NA
Chris Rainey,RainCh00,False,False,RB,2012,2013,R,2,18,1988-03-02,NA
Dan Rains,RainDa20,False,False,LB,1982,1986,R,4,42,1956-04-26,NA
Dominic Raiola,RaioDo20,False,False,C,2001,2014,R,14,219,1978-12-30,NA
Donovan Raiola,RaioDo00,False,False,C,2010,2010,R,1,1,1982-12-13,NA
B.J. Raji,RajiBJ99,False,False,DT,2009,2015,R,7,91,1986-07-11,NA
Peter Rajkovich,RajkPe20,False,False,FB-LB,1934,1934,R,1,3,1911-01-17,1979-11-13
Larry Rakestraw,RakeLa00,False,False,QB,1966,1968,R,3,13,1942-04-22,NA
Gregg Rakoczy,RakoGr20,False,False,C-G-T,1987,1992,R,6,81,1965-05-18,NA
Dan Ralph,RalpDa20,False,False,DT,1984,1984,R,1,6,1961-03-09,NA
Bacarri Rambo,RambBa00,True,False,FS,2013,2016,R,5,41,1990-06-27,NA
Ken-Yon Rambo,RambKe00,False,False,WR,2001,2002,R,2,29,1978-10-04,NA
Ryan Ramczyk,RamcRy00,True,False,OT,2017,2017,R,1,16,1994-04-22,NA
Jim Ramey,RameJi20,False,False,DE,1979,1987,R,2,10,1957-03-09,NA
Manuel Ramirez,RamiMa20,False,False,G,2007,2015,R,8,83,1983-02-19,NA
Tony Ramirez,RamiTo20,False,False,T,1997,1999,R,3,30,1973-01-26,NA
Joe Ramona,RamoJo20,False,False,G-DG,1953,1953,R,1,8,1931-07-11,2017-08-17
Andre Ramsey,RamsAn20,False,False,T,2009,2009,R,1,2,1987-07-24,NA
Buster Ramsey,RamsBu20,False,False,G-LB,1946,1951,R,6,57,1920-03-16,2007-09-16
Chuck Ramsey,RamsCh20,False,False,P,1977,1984,R,8,117,1952-02-24,NA
Derrick Ramsey,RamsDe00,False,False,TE,1978,1987,R,10,122,1956-12-23,NA
Frank Ramsey,RamsFr20,False,False,T,1945,1945,R,1,9,1916-05-16,1985-01-25
Greg Ramsey,RamsGr20,False,False,DE,1987,1987,R,1,2,1963-12-19,NA
Jalen Ramsey,RamsJa00,True,False,FS,2016,2017,R,2,32,1994-10-24,NA
Kaleb Ramsey,RamsKa00,False,False,DE,2014,2014,R,1,0,1989-06-20,NA
Knox Ramsey,RamsKn20,False,False,G,1948,1953,R,7,69,1926-02-13,2005-03-19
LaJuan Ramsey,RamsLa20,False,False,DT,2006,2009,R,4,34,1984-03-19,NA
Nate Ramsey,RamsNa20,False,False,DB,1963,1973,R,11,138,1941-07-12,NA
Patrick Ramsey,RamsPa00,False,False,QB,2002,2008,R,7,37,1979-02-14,NA
Ray Ramsey,RamsRa20,False,False,B,1947,1953,R,7,74,1921-07-18,2009-08-25
Red Ramsey,RamsRe20,False,False,E,1938,1945,R,4,35,1911-04-09,1984-04-19
Steve Ramsey,RamsSt00,False,False,QB,1970,1976,R,7,54,1948-04-22,1999-10-15
Tom Ramsey,RamsTo00,False,False,QB,1986,1989,R,4,28,1961-07-09,NA
Eason Ramson,RamsEa00,False,False,TE,1978,1985,R,7,85,1956-04-30,NA
Curtis Randall,RandCu20,False,False,LB,2004,2004,R,1,4,1979-08-06,NA
Damarious Randall,RandDa00,True,False,FS,2015,2017,R,3,39,1992-08-29,NA
Dennis Randall,RandDe20,False,False,DE-DT,1967,1968,R,2,20,1945-07-07,NA
Greg Randall,RandGr20,False,False,T,2000,2003,R,4,51,1978-06-23,NA
Kheeston Randall,RandKh00,False,False,DT,2012,2012,R,1,12,1989-05-07,NA
Marcus Randall,RandMa20,False,False,DB,2005,2005,R,1,3,1982-03-14,NA
Tom Randall,RandTo20,False,False,G,1978,1979,R,2,24,1956-08-03,NA
Proc Randels,RandPr20,False,False,E,1926,1928,R,3,26,1900-08-05,1933-01-17
Ervin Randle,RandEr20,False,False,LB,1985,1992,R,8,105,1962-10-12,NA
John Randle,RandJo00,False,True,DT-DE,1990,2003,R,14,219,1967-12-12,NA
Joseph Randle,RandJo01,False,False,RB,2013,2015,R,3,35,1991-12-29,NA
Rueben Randle,RandRu00,True,False,WR,2012,2015,R,4,64,1991-05-07,NA
Sonny Randle,RandSo00,False,False,E-WR,1959,1968,R,11,122,1936-01-06,2017-05-23
Tate Randle,RandTa20,False,False,DB,1982,1987,R,7,69,1959-08-15,NA
Antwaan Randle El,RandAn00,False,False,WR,2002,2010,R,9,143,1979-08-17,NA
Al Randolph,RandAl20,False,False,DB,1966,1974,R,11,111,1944-07-08,NA
Clare Randolph,RandCl20,False,False,C-G-LB-E,1930,1936,R,7,78,1907-05-02,1972-12-24
Harry Randolph,RandHa20,False,False,HB,1923,1923,R,1,2,1900-04-10,1957-12-03
Terry Randolph,RandTe20,False,False,DB,1977,1977,R,1,14,1955-07-17,NA
Thomas Randolph,RandTh20,False,False,DB,1994,1999,R,6,95,1970-10-05,NA
Rich Ranglin,RangRi00,False,False,OL,2012,2012,R,1,0,1985-09-27,NA
Louis Rankin,RankLo00,False,False,RB,2009,2009,R,2,9,1985-05-04,NA
Walt Rankin,RankWa20,False,False,QB-FB,1941,1947,R,6,50,1919-01-28,1993-11-07
Sheldon Rankins,RankSh00,True,False,DT,2016,2017,R,2,25,1994-04-04,NA
Derrick Ransom,RansDe20,False,False,DT,1998,2004,R,7,71,1976-09-13,NA
Keith Ranspot,RansKe20,False,False,E,1940,1945,R,6,35,1913-12-11,1991-10-01
John Rapacz,RapaJo20,False,False,C-LB,1948,1954,R,7,76,1924-04-25,1991-01-02
Bob Rapp,RappBo20,False,False,WB-BB-HB-QB,1922,1929,R,6,43,1898-02-18,1968-02-01
Herb Rapp,RappHe20,False,False,C,1930,1931,R,2,19,1905-07-21,1983-07-21
Manny Rapp,RappMa20,False,False,TB-FB,1934,1942,R,2,4,1908-09-17,1965-05-17
Walter Rasby,RasbWa00,False,False,TE,1994,2004,R,12,144,1972-09-07,NA
Am Rascher,RascAm20,False,False,T-G,1932,1932,R,1,7,1908-11-03,1988-03-06
Lou Rash,RashLo20,False,False,DB,1984,1987,R,2,7,1960-06-05,NA
Ahmad Rashad,RashAh00,False,False,WR,1972,1982,R,10,139,1949-11-19,NA
Sha'reff Rashad,RashSh20,False,False,DB,2010,2010,R,1,1,1986-10-06,NA
Kenyon Rasheed,RashKe00,False,False,FB,1993,1995,R,3,24,1970-08-23,NA
Saleem Rasheed,RashSa20,False,False,LB,2002,2005,R,4,45,1981-06-15,NA
Leo Raskowski,RaskLe20,False,False,T,1932,1935,R,4,19,1906-03-28,1952-10-31
Rocky Rasley,RaslRo20,False,False,G,1969,1976,R,7,74,1947-04-27,NA
Kemp Rasmussen,RasmKe20,False,False,DE,2002,2005,R,4,50,1979-05-25,NA
Randy Rasmussen,RasmRa20,False,False,G,1967,1981,R,15,207,1945-05-10,NA
Randy Rasmussen,RasmRa21,False,False,C-G,1984,1988,R,5,43,1960-09-27,NA
Wayne Rasmussen,RasmWa20,False,False,DB,1964,1972,R,9,112,1942-06-07,NA
Nick Rassas,RassNi20,False,False,DB,1966,1968,R,3,27,1944-01-13,NA
Ed Rate,RateEd20,False,False,BB,1923,1923,R,1,1,1899-05-27,1990-03-31
Roy Ratekin,RateRo20,False,False,E,1921,1921,R,1,4,1898-09-25,1985-02-19
Bo Rather,RathBo00,False,False,WR,1973,1978,R,7,64,1950-10-07,NA
Tom Rathman,RathTo00,False,False,RB,1986,1994,R,9,131,1962-10-07,NA
Joe Ratica,RatiJo20,False,False,C-LB,1939,1939,R,1,7,1914-08-04,1942-10-21
Brian Ratigan,RatiBr20,False,False,LB,1994,1994,R,1,14,1970-12-27,NA
Ray Ratkowski,RatkRa20,False,False,HB,1961,1961,R,1,1,1939-11-10,NA
Don Ratliff,RatlDo20,False,False,DE,1975,1975,R,1,6,1950-07-18,NA
Jay Ratliff,RatlJa20,False,False,DE,2005,2015,R,11,122,1981-08-29,NA
Keiwan Ratliff,RatlKe20,False,False,DB,2004,2010,R,8,76,1981-04-19,NA
Tim Rattay,RattTi00,False,False,QB,2000,2007,R,8,40,1977-03-15,NA
Fred Ratterman,RattFr20,False,False,HB,1934,1934,R,1,1,1912-08-09,1988-03-06
George Ratterman,RattGe00,False,False,QB,1947,1956,R,10,92,1926-11-12,2007-11-03
Ryan Rau,RauxRy00,False,False,LB,2012,2012,R,1,4,1990-07-30,NA
Dick Rauch,RaucDi20,False,False,C-G-T,1925,1929,R,3,9,1893-07-15,1970-10-09
John Rauch,RaucJo20,False,False,QB-DB,1949,1951,R,4,27,1927-08-20,2008-06-10
Bob Ravensberg,RaveBo20,False,False,E,1948,1949,R,2,23,1925-10-20,2007-02-12
Eric Ravotti,RavoEr20,False,False,LB,1994,1996,R,3,23,1971-03-16,NA
Bob Rawlings,RawlBo20,False,False,B,1922,1922,R,1,6,NA,NA
Thomas Rawls,RawlTh00,True,False,RB,2015,2017,R,3,34,1993-08-03,NA
Baby Ray,RayxBa20,False,False,T,1938,1948,R,11,116,1914-09-30,1986-01-21
Darrol Ray,RayxDa20,False,False,DB,1980,1984,R,5,72,1958-06-25,NA
David Ray,RayxDa21,False,False,K,1969,1974,R,6,70,1944-09-19,NA
Eddie Ray,RayxEd00,False,False,RB-TE,1970,1976,R,6,48,1947-04-05,NA
John Ray,RayxJo20,False,False,T,1993,1993,R,1,2,1969-04-26,NA
Marcus Ray,RayxMa20,False,False,DB,1999,1999,R,1,8,1976-08-14,NA
Ricky Ray,RayxRi20,False,False,DB,1979,1981,R,4,31,1957-05-30,NA
Shane Ray,RayxSh00,True,False,DE,2015,2017,R,3,38,1993-05-18,NA
Terry Ray,RayxTe20,False,False,DB,1992,1996,R,5,73,1969-10-12,NA
Thomas Rayam,RayaTh20,False,False,G-DT,1992,1993,R,2,20,1968-01-03,NA
Israel Raybon,RaybIs20,False,False,DE,1996,1997,R,2,12,1973-02-05,NA
Sam Rayburn,RaybSa20,False,False,DT,2003,2006,R,4,53,1980-10-20,NA
Van Rayburn,RaybVa20,False,False,E,1933,1933,R,1,9,1910-08-04,1991-06-15
Jimmy Raye,RayeJi20,False,False,DB,1969,1969,R,1,2,1946-03-26,NA
Jimmy Raye,RayeJi21,False,False,WR,1991,1991,R,1,2,1968-11-24,NA
Caesar Rayford,RayfCa00,False,False,LB,2013,2013,R,1,7,1986-03-04,NA
Fred Rayhle,RayhFr20,False,False,TE,1977,1977,R,1,2,1954-04-09,NA
Cory Raymer,RaymCo20,False,False,C,1995,2005,R,10,98,1973-03-03,NA
Corey Raymond,RaymCo21,False,False,DB,1992,1997,R,6,90,1969-07-28,NA
Kalif Raymond,RaymKa00,True,False,WR,2016,2017,R,3,12,1994-08-08,NA
Mistral Raymond,RaymMi00,False,False,DB,2011,2014,R,4,32,1987-09-07,NA
Dave Rayner,raynedav01,False,False,K,2005,2011,R,8,59,1982-10-26,NA
Rick Razzano,RazzRi20,False,False,LB,1980,1984,R,5,65,1955-11-15,NA
Kevin Reach,ReacKe20,False,False,G-C,1987,1987,R,1,3,1963-10-24,NA
Jack Read,ReadJa20,False,False,G-T,1921,1921,R,1,3,1898-02-20,NA
D.J. Reader,ReadD.00,True,False,DT,2016,2017,R,2,30,1994-07-01,NA
Jamie Reader,ReadJa00,False,False,FB,2001,2001,R,1,16,1974-05-04,NA
Russ Reader,ReadRu20,False,False,DB,1947,1947,R,1,2,1923-06-26,1995-08-11
Ike Readon,ReadIk20,False,False,NT,1987,1987,R,1,3,1963-05-16,NA
Frank Reagan,ReagFr20,False,False,B,1941,1951,R,7,68,1919-07-28,1972-11-20
Ed Reagen,ReagEd20,False,False,T,1926,1926,R,1,1,1900-04-07,1983-10-15
