srid,dob,dod
HufnJo00,1951-09-13,
EricWa20,1902-09-03,1968-12-27
OrteKe00,1963-08-30,
McKyTi20,1963-09-05,
BostJo00,1991-05-05,
RomiAl20,1932-03-10,2015-09-30
DayxTo00,1935-08-20,2000-08-21
HolcCu00,1988-09-03,
LamaJa20,1978-11-10,
SharDa20,1962-02-05,
SpenAk00,1991-11-29,
DougSt20,,
GayxWi99,1985-01-01,
BrouLu00,1974-11-30,
ThomEa20,1945-12-11,
NottDe20,1970-11-14,
CollPa21,1907-10-31,1988-09-25
McCoTo20,1974-08-24,
RichJo00,1993-01-21,
BuchCh20,1964-09-20,
NelsRe20,1976-06-23,
BankJa00,1985-05-08,
GiraJu20,1927-01-25,1997-01-17
DAgoFr20,1934-03-11,1997-09-28
BryaRo00,1979-12-21,
MartLa20,1941-04-09,
FletAn20,,
RudoMa20,1964-10-19,
WillPe21,1964-04-12,
SlauNa00,1992-08-21,
ShulRa00,1943-11-17,1996-10-04
DittJo20,1933-05-07,1995-07-05
YounCh01,1952-10-13,
KisiGe20,1923-04-16,1970-11-09
KaplSa20,1898-06-05,1931-08-23
GreeSh00,1985-08-21,
WrigAd20,1961-10-13,
KreiDa00,1977-03-11,
BrowFr20,1905-08-29,1979-02-28
WestWa20,1917-10-26,1984-09-13
ToddLa00,1942-10-07,1990-01-17
SmitMo20,1967-04-24,
LambMa20,1944-05-09,2010-10-28
EuhuTi00,1980-10-02,
PillRo20,1941-12-21,
TateFr20,1952-11-14,
CastCh20,1960-08-13,
AlleCh02,1993-08-29,
LeexKe21,1948-09-03,
NottMi00,1952-05-19,
WillEd01,1950-06-19,
BurgGl20,1921-10-07,1998-05-19
OlsoHa00,1938-01-19,
JohnRi20,1978-04-20,
IlgxRa20,1945-11-25,
GilbTo20,1979-10-16,
ChetJo20,1963-11-19,
MondMa20,1976-11-10,
HuntCa20,1947-12-31,
AlexJe00,1965-01-15,
JohnRa98,1986-01-02,
WestBr00,1979-09-02,
AdamVe20,1918-07-14,1985-04-30
RayaTh20,1968-01-03,
CunnCa20,1944-07-23,
LewiKe01,1989-03-28,
AndrDa00,1992-07-10,
HansHo20,1910-07-25,1989-10-05
FoxxSa20,1918-05-04,2004-04-11
BoweTi00,1973-02-07,
PickBo00,1952-09-03,
GambCh21,1964-09-14,
JackCe20,1968-01-13,
YounFr20,1897-05-07,1953-01-21
StepHa00,1938-10-30,2003-05-15
EckhOx20,1901-12-23,1951-04-22
JeanLe00,1987-05-19,
FletDe20,1975-09-09,
FreeDe00,1992-03-15,
OsboDa00,1943-03-18,
GorgPe20,1920-05-08,1992-12-01
FrosDe20,1980-11-25,
HolmGa00,1991-03-29,
KoseTe20,1941-10-03,2004-12-04
WillLe01,1962-10-15,
WoltWh20,1899-08-21,1947-08-21
BarnLe00,1945-09-08,
CoxxAa00,1965-03-13,
DePaHe20,1917-04-12,1985-10-28
MaheBi20,1892-12-16,1980-12-03
BarnDe20,1974-09-11,
PeprCh20,1983-02-24,
GuytGa99,1985-11-14,
NewtCh20,1916-11-15,1994-04-05
BorlCh00,1991-04-02,
OlseMe00,1940-09-15,2010-03-11
MillJo03,1991-06-05,
KyleRi20,1899-06-20,1949-10-31
BrowRe22,1974-09-28,
HobbBi20,1946-09-18,2004-08-21
JohnEr21,1976-04-30,
GentWe20,1906-09-09,1990-03-19
NugePh20,1939-08-16,
IrelDa20,1971-05-26,
SandJo20,1901-05-26,1979-04-23
NortBr00,1989-09-12,
NajaPe20,1963-12-22,
MaedAl20,1906-01-25,1984-08-25
RohrJe20,1958-12-25,
PagePa20,1927-09-16,1997-02-15
StanDo20,1925-04-02,2004-01-27
WebbGe20,1916-04-02,1993-09-09
AudiDa20,1954-11-15,
HebeBo00,1960-08-19,
BrowRo24,1954-03-22,
LuceDe20,1952-09-29,
SimoDe00,1990-07-06,
ClayWi20,1970-09-05,
McFaAn20,1977-12-18,
AlltJo20,1920-09-07,1989-02-26
HillDe00,1967-11-04,2012-01-00
SmitTe00,1978-03-12,
BarrAl20,1982-09-28,
KoonEd20,1946-06-11,
BellMy20,1971-09-15,
SmitOl00,1949-03-08,
ParkGl20,1966-04-22,
MitcEd20,1942-09-05,1985-05-18
McKiKe00,1987-01-31,2010-09-20
ByneJo00,1989-08-24,
RobbLo20,1890-07-11,1966-06-07
ShawBo02,1921-05-22,2011-04-10
BrowCh05,1986-12-26,
NeelRa00,1943-09-12,
LawsJa20,1965-10-02,
TaylRo21,1958-01-05,
WilsJe21,1936-12-09,2015-03-05
DaviRy00,1989-02-24,
BarrAl21,1930-12-24,
BradEd21,1950-04-22,
SaloBr20,1961-07-29,
PittMi20,1960-09-25,
McLeDa20,1960-07-01,
MartRo20,1958-12-03,
HuarBr00,1976-04-15,
ArmoJu00,1973-01-01,
LloyJe20,1954-03-14,
AcorFr20,1961-03-17,
RothPe20,1962-01-12,
SmitLa21,1965-02-07,
DuckBo00,1958-11-27,
MankLo20,1982-03-10,
BowdGo00,1948-10-09,
RitzCo20,1979-12-20,
WilmRa20,1962-06-27,
KindDe00,1993-12-15,
HaynMi01,1953-07-01,
McCaA.00,1990-09-13,
WillTe01,1989-09-18,
NewmOb20,1900-04-27,1949-06-04
ShofDe00,1934-12-11,
HairCh00,1989-04-26,
LeatPa20,1897-08-09,1956-04-27
PaupBr00,1968-02-29,
BrewDo20,1974-07-19,
CravSu00,1995-07-07,
McFaWa99,1987-08-27,
TeafGu20,1964-05-10,
VerrNo20,1922-09-18,1961-10-12
ShepMa00,1988-02-13,
GundHa20,1887-11-09,1975-11-24
SnydBu20,1911-10-29,1973-10-29
SchaCa20,1951-02-14,
HowaWi00,1964-06-02,
RutlJo20,1977-01-04,
HoelBo20,1913-06-05,2001-12-14
HarrNi99,1986-10-06,
DeanWa20,1968-05-01,
KyleAa20,1954-04-06,
JoneVi21,1966-10-19,
SnelKe20,1918-12-11,1944-09-17
BowmJi20,1963-10-26,
AlexJo20,1896-07-04,1986-08-05
FronAn20,1916-09-21,1957-04-13
MicePh20,1961-08-11,
MacMRa20,1889-07-03,1966-02-21
JohnDa05,1987-08-26,
HaymCo20,1949-01-09,
ShawPe20,1954-08-25,
PetrSt20,1914-10-21,1994-08-15
TureWo20,1987-01-25,
WattOr20,1971-10-26,
TalbDi00,1944-07-01,
DennMa20,1955-11-02,
WheeCh00,1994-01-19,
LaviPa20,1962-05-01,
PoolHa20,1915-03-11,2000-05-26
KinnG.00,1988-12-01,
WardEl20,1912-10-13,1996-03-26
SuggWa00,1939-05-15,
KeetDu20,1952-08-14,
SpieCh00,1965-10-11,
CausMi00,1987-02-26,
CresSm20,1959-12-11,
WhitRo22,1901-04-14,1982-07-00
WalqLa20,1898-03-09,1985-09-28
SullBo20,1923-08-15,1981-06-19
ThorDo20,1962-07-10,
KatcJi00,1934-10-28,1995-02-22
GoffWi20,1961-10-17,
HarrJa23,1978-05-04,
KramJe00,1936-01-23,
StalRo20,1964-01-23,
DougDa20,1963-03-20,2016-02-27
BullRi00,1993-11-23,
BrowRi20,1907-05-27,1990-11-30
FloySh00,1992-05-28,
ContEn20,1913-02-15,2005-05-22
RockLy20,1915-03-01,2005-11-08
MerkEd20,1917-07-03,1987-11-27
JohnAl21,1950-06-17,
AndeRa00,1937-01-01,1960-11-26
DoudJa20,1905-04-21,1979-08-16
SuccRy44,1986-09-19,
McCrMa20,1977-03-17,
IngrCl20,1983-03-21,
GeorJe00,1967-12-08,
CartTi20,1978-07-15,
FoutDa00,1951-06-10,
CarlMa20,1963-06-06,
TymsBr00,1989-02-21,
SlauCh20,1978-06-04,
StacRe20,1912-03-04,1998-04-23
LewiKa00,1990-01-24,
WonsNa00,1963-12-07,
MillDi20,1939-03-06,
SaumPe20,1910-04-30,1983-01-01
ParrGa00,1950-06-13,
CaglJo20,1947-03-26,
LammKe00,1992-06-05,
SmitJe01,1943-07-19,1986-10-15
DeckTa00,1993-08-23,
ScolNi20,1920-04-03,1985-01-00
GarrCa00,1947-08-31,
BrenJo20,,1975-03-00
GaviCh20,1933-12-26,2012-12-01
McGeGe20,1935-10-07,
WantHa20,1944-07-09,2008-04-08
JohnLa00,1979-11-19,
KovaJo21,1912-06-06,2013-10-11
MurpRi00,1986-09-18,
SwooPa20,1964-03-04,
TestVi00,1963-11-13,
JoynLa00,1990-11-27,
MaxwBy00,1988-02-23,
EalyBi00,1984-07-07,
SmitTo20,1948-12-24,1999-07-18
WillFr02,1937-03-05,
MaddAn20,1978-11-22,
McKiBe00,1992-11-19,
DellSp20,1923-01-25,1968-08-19
MeadRa20,,
GoldEd00,1994-01-06,
FitzKe20,1964-06-30,
CichCh20,1934-05-20,
ClarKe20,1956-01-30,
GremHa20,1933-09-01,2001-11-02
BryaTr20,1959-08-14,
CoopPh00,1995-03-07,
LewiBi20,,
HeffDa20,1962-10-28,
BerePe20,1923-11-14,2008-10-13
HunsCh00,1925-07-25,1998-03-23
BrowJa06,1995-02-26,
RingCa20,1907-12-15,1990-06-26
AndrRi20,1966-04-14,
McLaLe00,1925-05-30,2014-10-27
HarrEl20,1922-06-03,1968-12-08
BrowGu20,1955-06-01,
BailRo20,1968-09-03,
HogaKe00,1992-10-20,
JordHe00,1935-01-26,1977-02-21
DougBo21,,
SturQu00,1988-12-05,
ShafGe20,1910-06-20,1971-04-23
ClarRy20,1979-10-12,
BukiRu00,1930-09-15,2016-02-29
PiepMi20,1918-09-14,1994-03-19
JohnRi22,1963-12-12,
GaitJa20,1986-03-18,
NorgEr20,1965-11-04,
SharSt00,1965-04-06,
McCoDe20,1930-01-26,1984-02-19
HallDi20,1903-06-06,1971-09-06
EldrBr00,1987-03-31,
SullJo21,1956-10-01,
PeroPe20,1957-04-28,
BraxHe00,1934-04-11,2013-08-09
GlatFr20,1933-07-31,
ScotBe20,1937-06-09,
LukeTr00,1981-12-24,
KindKe00,1940-04-16,
SampCl00,1961-01-04,2005-12-25
HardLa00,1956-07-09,
PennLe20,1963-12-25,
GillJo01,1945-08-07,
McKiJa00,1980-05-22,
BrenMa20,1897-10-03,1963-01-03
BoykBr00,1990-07-13,
JaynDa00,1952-12-12,
deLaBo20,1920-08-30,2002-11-27
CunnJa20,1943-10-09,
GentLe20,1918-12-01,1966-01-30
HogaCh00,1988-10-24,
SaraTo20,1913-04-07,1990-06-21
ParkKe20,1946-07-22,
ShelAr00,1946-11-26,
GrosBu20,1967-04-10,
DicuCh00,1948-10-02,
WillTr98,1983-01-20,
WillDa21,1982-09-27,2007-01-01
JameCo00,1993-05-22,
TillLa00,1966-05-20,
YounWi20,1949-04-20,2014-07-05
RichJa99,1984-01-27,
TurnOd00,1964-10-12,
BailBo20,1979-10-14,
CoviJa20,1962-12-12,
PeteKe01,1994-03-22,
Pattxx20,,
StepJo20,1963-11-06,
KeenBr20,1973-11-20,
SianMi00,1950-05-27,
BrucMk20,1984-10-16,
LewiJe00,1974-10-16,
FielFl20,1969-01-07,
GereRo20,1948-04-02,
PollDa20,1982-06-19,
HarrPh20,1944-09-13,
HaviRi00,1991-09-18,
MoriPa20,1955-05-19,
HaymAl20,1942-08-31,
ApkeSt20,1965-08-03,
RichTe21,1971-10-08,
HindSt20,1944-03-01,
LaydPe20,1919-12-30,1982-07-18
RostEr20,1922-05-12,1986-03-01
WillTy00,1992-02-12,
StacEd20,1925-04-16,2007-04-06
SoucFr20,1915-04-30,2006-02-07
RappBo20,1898-02-18,1968-02-01
RuckMa00,1985-05-04,
MattBr20,1984-05-15,
WalkDe00,1967-06-23,
TillFa20,1948-10-07,
WebsCo21,1954-11-02,
McDoDo20,1937-02-05,
HawkNa00,1950-02-08,
JameGa00,1963-09-04,
TinkGe00,1951-01-19,
HakiSa00,1990-02-01,
ButlSo20,1897-07-26,1954-12-01
WillRe00,1983-05-17,
RobeDe20,1981-10-16,
RhanDe00,1992-06-22,
JacoSt21,1962-11-18,
SeidMi00,1981-02-11,
BrutDa99,1987-07-23,
KuppCo00,1993-06-15,
DickAn21,1957-06-09,
PoolTy20,1972-02-03,
BettEd20,1940-09-16,
KovaJi20,1956-05-01,
SaunJa00,1992-09-30,
ByrdDe21,1966-10-05,2016-10-15
SonnGu20,1898-03-06,1944-09-12
McCuGe20,1975-02-18,
MeyeBo20,1930-10-12,1993-04-19
HortRa20,1960-04-12,
StatRa21,1944-01-24,
WilsC.98,1987-03-30,
MallLa20,1952-07-21,
CartTi00,1979-09-21,
OltzRu20,1899-03-19,1956-06-02
CoheTa00,1995-07-26,
RobeLa20,1918-08-05,1984-12-11
RussRe20,1905-05-31,1978-03-16
FreyIs00,1990-04-06,
WerdDi20,1922-07-31,2002-02-14
ArviHe20,1970-10-12,
DallDi20,1903-09-07,1975-12-31
AndeDo00,1943-05-16,
HillTy00,1994-03-01,
RichMi99,1984-02-18,
RichGr20,1952-04-02,
VillVi20,1964-05-30,
BarnRo20,1950-02-10,
RadeKe20,1963-12-24,
DaviJo01,1956-07-17,
NelsTe20,1965-01-01,
MintCe00,1958-11-13,
HillAn20,1896-09-15,1979-03-06
BerrJo00,1991-03-18,
ButlRo20,1981-09-14,
BorgJo20,1971-08-26,
BoldCh20,1900-05-07,1973-05-16
OberTo20,1945-08-07,
StewTo01,1992-09-19,
JoneCh03,1990-02-27,
WillMi00,1966-10-09,
BiebAd20,1902-12-17,1981-12-31
EdwaLl20,1946-11-26,
LeRiJo00,1989-07-02,
TannRy00,1988-07-27,
HuntEr20,1947-07-01,
MartCh21,1960-12-19,
BattMa00,1973-01-25,
HallLa00,1974-11-16,
PoolRa20,1921-04-15,2008-04-02
ReidAl20,1960-09-06,
MichLo20,1935-09-28,2016-01-19
McBrTr99,1985-09-24,
FordRu00,1994-11-01,
NortJi20,1919-08-11,2003-02-04
CunnT.20,1972-10-24,
KellKe21,1959-11-16,
BailHo20,1913-01-10,1966-08-00
WillTo00,1991-05-09,
JoneEd22,1984-12-01,
HilgJa00,1959-03-21,
SeurFr00,1962-08-16,
DamiFr20,1922-07-27,1999-04-28
JohnD.20,1966-07-14,
CampBo00,1947-04-18,
GrifSt22,1964-12-24,
SittJo20,1986-06-16,
ZollCa20,1899-01-28,1973-10-19
EdwaSt20,1979-02-20,
StoeTe20,1945-02-08,2016-02-12
HousWa21,1932-10-26,
MillLa20,1962-02-08,
FloyMa20,1978-10-12,
BakeEu00,1976-03-18,
GreeDa23,1961-12-26,
JenkIz20,1964-05-27,
MoexHa20,1910-03-28,2001-05-26
WillBo20,1930-01-02,2016-05-26
WebbCh20,1969-11-17,
CampIb00,1992-05-13,
McInGa00,1984-11-26,
MackAl20,1985-11-19,
RobiDa20,1973-12-22,
WattCh00,1990-08-17,
AndeWi21,1949-08-01,
GarrMy00,1995-12-29,
WestCl20,1964-06-14,
GilcMa00,1988-12-08,
PainCa20,1964-05-10,
DiMaPa00,1989-04-30,
DiemRy20,1979-07-01,
LytlRo00,1954-11-12,2010-11-20
ChriMa00,1994-10-27,
PerrMa21,1972-08-25,
BasaBr00,1983-05-11,
KemoCh20,1983-01-04,
BriaFr20,1905-03-05,1996-05-26
ClowDa00,1985-07-07,
LohmJo20,1951-01-15,
LeexBi21,1911-08-19,1998-06-23
DariDo20,1975-08-12,
MackMi20,1963-09-20,
GheeMi20,1891-11-17,1975-03-16
HansSw20,1907-11-10,1970-08-05
HobgNa20,1974-11-30,2017-11-12
PhilJa00,1966-10-11,
McCrBo21,1939-06-20,
MartSa20,1956-01-17,
DaviJe23,1974-02-04,
JaspEd20,1973-01-18,
SalaGr00,1988-08-25,
BrocPe20,1954-07-14,
BoydBo01,1937-12-03,2017-08-28
McShCh20,1954-01-04,
DaniEu20,1961-05-04,
ZaniSi20,1913-12-09,1979-01-29
CartJi00,1948-10-18,
SeayVi00,1958-01-01,
CavoJo20,1908-01-06,1995-03-16
GoodLe00,1950-09-01,
JoneBo21,1978-09-03,
OgleEv20,1981-12-18,
MannSe00,1992-04-25,
GravWh20,1942-03-20,
StarJo20,1962-12-25,
EikeCh20,1924-02-22,1987-01-30
FryeDa20,1961-06-21,
HintCh20,1939-08-11,1999-01-30
GragSc20,1972-02-28,
BellWi20,1971-07-22,
DodgKi20,1962-06-04,
CercMa20,1975-11-30,
ReedMi20,1972-08-16,
HousKe20,1979-01-09,
RobiTo21,1961-11-17,
ReacKe20,1963-10-24,
SwanLy00,1952-03-07,
WellRa20,1904-03-02,1979-04-17
McGiLe20,1971-05-31,
LashJi00,1951-11-12,
OConPa00,1993-11-01,
OwenBi21,1965-12-02,
HansJo20,1981-08-13,
SteeAn20,1959-01-08,
SweeJa20,1922-05-25,1996-07-28
FloyVi20,1966-01-24,
ThorBi00,1939-09-20,2008-12-18
MurpBi20,1914-04-07,1985-01-15
WoodJo22,1959-04-04,
TurnVe00,1967-01-06,
LaypJo20,1901-03-19,1986-11-04
DurdDo20,1920-09-21,1971-06-28
RoquDu20,1960-01-19,
PassPa00,1977-12-31,
WardJi01,1991-07-18,
BellBo00,1940-06-17,
SchiHe20,1941-10-13,
WillEr00,1947-06-21,
KranMa00,1979-12-13,
MatuAl20,1918-09-11,2004-05-16
RheaLe20,1976-08-01,
WoodZa00,1993-01-10,
GantMi20,1910-05-10,1988-12-18
MoorLa21,1975-06-01,
KeelRe20,1943-09-09,2010-06-03
OlivBr00,1976-06-24,
SkagJi20,1940-01-03,
CartRo01,1979-12-03,
DonlJi20,1900-09-25,1957-11-25
PoseJu00,1988-07-17,
BaccCa20,1904-07-31,1985-03-02
UsheLo20,1897-06-27,1927-01-01
OlssLa20,1947-04-17,
CoxxRe20,1978-03-03,
WrigLo20,1945-01-23,2012-03-23
PetcJo20,1919-05-27,1988-01-25
HafeBa20,1921-11-20,2012-10-25
FranPa20,1904-06-12,1970-11-00
CorrKa00,1994-04-27,
DixoKe00,1994-01-21,
JohnEz00,1955-10-02,
LentPe20,1897-10-11,1966-05-30
WareCh20,1918-06-18,1992-12-10
HixoDo00,1984-10-08,
AmerGl20,1938-11-24,
GreeJa21,1979-01-12,
BoykDe20,1970-09-02,
BuckCu21,1970-09-25,
KafeMa20,1958-06-30,
WarrPi00,1992-08-16,
LaraJa20,1935-09-20,
BratEd20,1898-03-06,1970-09-23
HermCh20,1958-10-07,
CoplQu00,1990-06-22,
TurnRo20,1954-03-06,
DrayCl20,1901-08-29,1977-10-08
StieDa00,1956-01-29,2000-05-28
StudDa20,1955-11-22,
HeluRo00,1988-12-07,
SpilPh20,1945-04-02,
FostRo00,1960-05-24,
HammSt20,1960-02-25,
KrenCr00,1981-07-01,
TrouBi00,1951-04-02,2013-12-14
TillPa00,1953-02-15,
VeldJa20,1987-06-14,
WaltAn01,1988-09-19,
MolkDa00,1988-12-15,
MattGr20,1981-03-12,
SmitWa21,1981-04-26,
ScisWi20,1962-10-28,
SmitCl20,1980-07-21,
SoloSc00,1988-11-05,
DixoRa20,1965-03-12,
WillDa00,1963-06-10,
CoopJo00,1989-01-08,
MorrDe01,1936-04-15,2014-04-28
BlaiRu20,1902-06-29,1972-01-20
MillGa01,1983-10-12,
McClJi20,1980-07-23,
EvanJo21,1956-02-18,
HolmJa00,1953-06-20,
WillBi00,1921-10-05,2007-11-27
MarsLa20,1950-03-02,
SimmBo20,1954-07-07,
FrazCl20,1952-11-23,
ParkFr20,1939-10-16,
McCaOn00,1989-08-10,
RichPe21,1946-10-17,
CzarZi20,1922-09-13,1984-07-01
GreeJu01,1991-02-26,
WillMa06,1996-09-08,
CoatDa00,1984-04-16,
BoonJa20,1918-05-28,1984-02-06
DonaJe20,1962-04-19,
BoulMi20,1981-09-17,
LittFl00,1942-07-04,
RobnMa20,1918-03-08,1967-11-28
CottKe00,1974-02-23,2010-07-17
KentGr20,1943-07-18,
BrigLa99,1980-11-12,
PickLy20,1964-09-05,
ClarJe04,1994-06-29,
MurpMa01,1958-04-22,
HohnBo20,1941-06-04,2003-11-27
BachRi20,1901-12-10,1959-12-11
MillDo20,1902-03-29,1979-07-28
JoneBo00,1955-07-12,
CarsHa00,1953-11-26,
MarsPh20,1895-03-28,1962-08-09
CaseSt00,1972-07-07,
ToddDi20,1914-10-02,1999-11-09
MasoSa20,1899-07-21,1971-03-07
StevRa20,1917-04-11,1987-07-07
WilsWa02,1957-09-04,
SavaOl20,1911-05-13,1989-12-24
BryaTo20,1976-09-03,
HughMo00,1990-08-25,
WillVa20,1961-12-14,
RichEr20,1950-07-17,2013-07-01
CarlDe00,1950-08-01,
TeagTr20,1974-12-27,
ONeiBo20,1931-02-21,2012-04-29
PittKa20,1974-10-09,
HageBr20,1966-02-20,
BechHu20,1926-04-20,2004-10-22
GehrFr20,1918-04-24,2002-02-09
LeckNi20,1982-03-12,
WhitCr00,1947-08-12,
VincSh20,1968-06-02,
RossSc20,1968-12-07,2014-09-21
DaviSa20,1944-07-05,
KielMa20,1921-08-23,1980-01-12
SensMi20,1949-01-03,
GrosLe20,1953-07-29,
NuzuJe20,1923-09-08,1997-04-23
JenkMa00,1975-02-28,
ReedDo20,1960-07-16,
GranWi20,1954-03-07,
HolmMe20,1950-01-22,2015-12-24
KafkMi00,1987-07-25,
PelsTr20,1977-03-06,
MontGl20,1967-03-31,1998-06-28
JoneJo00,1975-04-04,
ByrnJa00,1990-01-24,
NortRa20,1905-03-14,
WilsSt20,1982-11-05,
MoseBo20,1928-12-26,1988-05-08
RohsTu20,1896-11-06,1954-01-15
SkibJo21,1955-04-27,
MaulTu20,1902-06-20,1974-03-16
SoreDa01,1990-03-05,
HoffGa20,1961-09-28,
ThweBy20,1977-03-21,
CurrIv20,1961-02-06,1989-08-22
WeavAn20,1980-07-28,
JoneRe20,1969-01-11,
ConnDu20,1895-04-16,1978-11-24
WillTo20,1959-11-19,
VataRa00,1948-12-04,
OgboEr20,1975-07-18,
LockSe20,1981-05-29,
CrawCa00,1977-08-01,
BreeAd20,1965-01-11,
SmitHa01,1985-04-10,
MavrMe20,1931-11-17,1999-06-05
RobiKo00,1980-03-19,
BryaJi20,1894-07-12,1972-04-18
WilsJo01,1985-10-17,
AnthTe21,1968-03-09,
WashMi20,1968-07-08,
FarqJo00,1972-03-22,
BlacRo20,1967-05-12,
ClatBo00,1932-07-03,2004-11-07
TrocBo20,1917-03-31,1984-07-27
GoocJe20,1974-10-31,
CantCh20,1976-03-30,
SimiMi20,1918-08-26,1943-01-17
ElliOm20,1971-10-08,
DennDe00,1988-07-16,
WhitAd20,1964-04-06,
WillLa01,1988-06-27,
BrzeDo20,1976-03-11,
WoodDa03,1989-09-21,
JackJu00,1991-08-24,
BeluDe00,1991-09-03,
JohnNa21,1957-05-12,
SharJa20,1974-11-23,
MitcRu20,1960-12-28,
SabaBi20,1945-08-09,
HeroFr20,1944-10-06,2010-12-28
ClemRa20,1912-06-04,1980-11-26
RobeDe00,1985-03-12,
HerrDo00,1947-06-05,
ScioBr20,1976-09-06,
BaumBi20,1921-04-17,1981-09-00
TurnT.20,1963-05-16,2009-08-24
DowdMi20,1937-12-06,1993-12-05
CallRo00,1988-02-14,
MulrJe20,1923-01-05,1976-06-03
WheaMa00,1991-02-07,
UrlaBr00,1978-05-25,
ThomCa99,1986-12-12,
GordDi00,1944-01-01,
BannAl00,1979-04-23,
ClarBa20,,
DuggJa20,1923-01-13,1988-02-23
MannPe20,1937-08-11,
McDoDa00,1976-05-26,
CampMi02,1991-01-25,
SamuJo00,1988-12-23,
TippAn00,1959-12-27,
HardRo20,1923-06-11,2009-01-08
KingDo20,1929-03-11,2014-04-15
MillJo23,1934-02-01,
BarnCa00,1991-10-07,
JoneRu00,1958-03-25,
ThomDe02,1986-11-15,
SchoTo20,1946-01-30,
SchiAd00,1990-06-27,
BrilHa20,1914-03-26,1980-09-02
FeicAn20,1897-11-16,1962-12-00
GilmJi20,1962-12-19,
WillCl22,1908-09-17,
HarpAl20,1979-09-06,
RepkJa20,1958-06-12,
KennDe20,1962-09-09,
CunnLe20,1931-08-19,1987-04-05
JankKe20,1928-01-06,1979-02-23
WeatAn20,1976-08-06,
ClacJi20,1947-10-26,2006-04-07
DuncCl20,1961-02-05,2015-02-16
OrrxZa00,1992-06-09,
AtkiJa21,1978-06-23,
AllrCo99,1983-04-15,
BarnMa01,1958-06-28,
HoerBo00,1925-09-23,1980-06-17
OlivHu00,1957-11-12,
BedfGe20,1896-12-02,1977-10-06
RobbSt20,1899-09-19,1959-01-09
MacAKe20,1929-08-31,2007-07-04
CephFr20,1961-07-04,
WoodAn02,1993-01-03,
ZeleMi20,1956-07-03,
MankCa20,1904-01-13,1963-11-21
AlexPa20,1972-10-23,
HeroBr20,1950-09-14,
BurlGa20,1952-12-08,
SmitKh20,1979-07-07,
AberWa00,1959-09-26,
BastBe20,1894-12-03,1979-11-15
MinnMa00,1977-02-06,
HageFr20,1937-06-30,2012-11-04
ColeAn01,1986-09-01,
FortHo20,1959-03-04,
WoodCh00,1976-10-07,
WhitHa20,1935-07-18,
petertod01,1970-02-04,
NaglGe00,1932-02-23,
AndeCu20,1957-05-16,
LouiLa00,1993-10-02,
SnooLe20,1892-08-12,1968-11-29
FiliBo00,1989-12-06,
ShabAl00,1992-08-02,
NorwJo00,1986-09-29,
EaslDo00,1992-04-28,
ColeKu99,1988-07-01,
SawyJo20,1964-04-06,
SpooBr20,1978-07-05,
OgdeRa00,1942-09-02,
BrowMa01,1994-02-02,
GordCl20,1983-04-23,
SandRi00,1960-09-30,
BushRe00,1985-03-02,
BoutMa20,1969-07-25,
MaroDu20,1921-07-13,1996-07-01
SearLe00,1969-12-21,
GassRo20,1940-07-22,
TidmSa20,1938-10-28,
McKiBr21,1979-09-23,
EdwaRo20,1979-07-12,
WillLa20,1974-11-17,
MoorCo00,1993-01-28,
JernJe00,1989-06-14,
BurnJo99,1986-11-28,
CaseTi20,1944-02-29,2008-02-15
SnydAl00,1941-06-20,
PaulDa01,1989-02-22,
ZeieEr00,1972-09-06,
SwiaPh20,1914-12-05,1954-06-03
BakeCh00,1979-11-18,
WeisJo20,1922-02-07,1976-08-00
EmbrMe20,1927-01-06,1996-08-30
PaynKe00,1950-10-06,2011-08-01
WilsMa20,1968-04-16,
ZuerGr00,1987-12-27,
BradHe20,1953-09-04,
HawkAn20,1958-03-31,
TereJo20,1923-12-07,2013-06-09
DaviCa00,1981-03-27,
WalkAd20,1963-04-09,
WintFr00,1964-01-23,
PekoKy00,1993-07-23,
RichPa01,1992-04-13,
VigoTo00,1959-10-23,
EdisDo00,1986-07-16,
ReynCh00,1987-10-22,
BellNi01,1989-05-12,
SiweMi20,1948-04-12,
EdwaAn21,1977-05-26,
BatcDo20,1895-06-13,1971-09-24
JohnMi01,1988-06-22,
ReesLl20,1920-06-17,1981-10-28
WhitFr21,1939-02-04,2003-10-27
WolfJo20,1966-12-28,
WillQu20,1982-09-24,
BairBr00,1984-11-24,
SmitEd00,1969-06-05,
ArtiCa00,1990-06-23,
HargEd00,1947-06-26,
ThomDe21,1965-03-08,
MixoBi20,1929-05-24,2006-12-07
SaffRo20,1988-06-06,
McClLe00,1984-12-27,
WeltLa20,1899-01-26,1959-09-12
HollTo00,1981-12-01,
BateMa20,1950-04-05,
KnigRo20,1978-10-11,
HillCh21,1901-08-27,1987-03-30
ShonJo20,1918-04-30,1984-04-26
GipsTa00,1990-08-07,
PearMo20,1980-05-04,
LoftJa00,1956-07-05,
JohnJ.20,1979-06-20,
BibbE.00,1991-08-29,
KinnGe20,1942-11-13,
KlasJo20,1927-02-23,2012-10-18
HillBr01,1993-01-02,
AikmTr00,1966-11-21,
EdmuRa20,1946-06-24,
PrinDo20,1917-02-09,2010-04-09
DorsTo00,1954-04-07,
PierKe00,1991-10-07,
TempMa20,1911-03-28,1990-12-20
BaxxCa20,1966-01-05,
JameRo20,1958-02-18,
MansJe20,1892-08-13,1960-10-27
JoneSt01,1931-11-24,2010-05-21
MitcFr00,1978-11-28,
